STATUS | VIDEO_ID | TITLE | ARTISTS | ALBUM | DURATION
PENDING | kG5n1f5BwIo | Öperler | Redd | Elli Elli | 3:35
PENDING | 2HftOpCV8RI | Keyifli Bir Gün | Redd | Elli Elli | 4:08
PENDING | u_7hwi92sMo | 50 / 50 | Redd | Elli Elli | 4:22
PENDING | VlJkr-yw2pg | Deliyim | Redd | Elli Elli | 2:36
PENDING | v2DaRSL8aoE | Meleksin Güzel | Redd | Elli Elli | 4:08
PENDING | 3cvs9MUfxNc | Sen Kendinde Ol Yeter | Redd | Elli Elli | 4:43
PENDING | dtktCHkVYmU | Nefes | Redd | Elli Elli | 3:20
PENDING | WGB7WUQodCc | Yalancı Dünya | Redd | Elli Elli | 3:21
PENDING | 7nC2V5co8jY | Büyük Düşler | mor ve ötesi | Büyük Düşler | 5:14
PENDING | jDsGhoHO364 | Daha Mutlu Olamam | mor ve ötesi | Gül Kendine | 3:41
PENDING | ZwA_V-CGuS0 | Doğru Yanlış | mor ve ötesi | Gül Kendine | 4:25
PENDING | OLRtG3UlJBY | Hayat | mor ve ötesi | Gül Kendine | 5:33
PENDING | 357WuJD43rQ | Hep Aynı | mor ve ötesi | Gül Kendine | 4:38
PENDING | rkdy-MyYYtw | Eksik | mor ve ötesi | Gül Kendine | 4:54
PENDING | f2o5eVM3Wik | Orda Durma | mor ve ötesi | Gül Kendine | 4:40
PENDING | KRbtkv9y27s | Gece | mor ve ötesi | Gül Kendine | 4:46
PENDING | iVWHtFE7OrI | Bazen | mor ve ötesi | Gül Kendine | 3:56
PENDING | iQdhJFh8f0U | Canlı Yayın | mor ve ötesi | Gül Kendine | 5:49
PENDING | 40j-6q2xf30 | Bir | mor ve ötesi | Gül Kendine | 13:42
PENDING | 46Qs4vXlXJQ | Güzel Bir Gün | Teoman | En Güzel Hikayem | 5:05
PENDING | NKP-0mQYX7U | Duş | Teoman | En Güzel Hikayem | 4:47
PENDING | QOjt_iPhHaw | Bugün | Teoman | En Güzel Hikayem | 5:07
PENDING | uOFx--2Fgu0 | Gökdelenler | Teoman | En Güzel Hikayem | 3:43
PENDING | gYAr-F2ReF8 | Ayna | Teoman | En Güzel Hikayem | 1:37
PENDING | n5bHDbiX57A | İnsanlar | Teoman | En Güzel Hikayem | 5:05
PENDING | 7AW8rlWFex4 | Parti | Teoman | En Güzel Hikayem | 5:01
PENDING | UBYB3eyAwAA | Tuzak | Teoman | En Güzel Hikayem | 3:32
PENDING | 5goPEpMQAU8 | Dedi Annem | Teoman | En Güzel Hikayem | 4:34
PENDING | ti5Ln6UAh6I | En Güzel Hikayem | Teoman | En Güzel Hikayem | 10:33
PENDING | nQf8FXwpa3g | Motosikletli Kız | Teoman | Teo | 4:08
PENDING | UcZo6H1gJuU | Senden Önce Senden Sonra | Teoman | Teo | 4:06
PENDING | g4aBjmVZRvw | Kupa Kızı Ve Sinek Valesi | Teoman | Teo | 4:56
PENDING | Oj7za13lMBA | Nefes Nefese | Teoman | Teo | 3:44
PENDING | dcF7de6M3fQ | Kol Düğmeleri | Teoman | Teo | 4:26
PENDING | Qx3XNfqUea0 | Saat 03:00 | Teoman | Teo | 4:36
PENDING | fHoa71Onyz4 | Rapsodi İstanbul | Teoman | Teo | 4:40
PENDING | k04XwI_JwuI | Resimdeki Gözyaşları | Teoman | Teo | 3:34
PENDING | SfxHUcCFxos | Kıskançlık | Teoman | Teo | 3:22
PENDING | SU2aXJCoGYs | Mektup | Teoman | Teo | 4:11
PENDING | km2BXuShONo | Ne Ekmek Ne De Su | Teoman | Teoman | 4:02
PENDING | C9RfNgHt3WA | Papatya | Teoman | Teoman | 4:16
PENDING | 5uf1mWovsnQ | Sessiz Eller | Teoman | Teoman | 3:57
PENDING | BZxraeQH7Kc | Vur Sen Beni | Teoman | Teoman | 4:53
PENDING | p61xIr1Q9yM | Sen Benim Olmasan Da | Teoman | Teoman | 3:15
PENDING | EcKJROxAIUE | Mutlu Son | Teoman | Teoman | 3:58
PENDING | 7xkqiCzxF3s | Yollar | Teoman | Teoman | 4:05
PENDING | WjmsMMj6kWk | Hiç Kimse Bilmez | Teoman | Teoman | 3:10
PENDING | uShP91kbouc | The Price You Pay | Savatage | Hall of the Mountain King (2011 Edition) | 3:52
PENDING | 2XILhlZIKsw | White Witch | Savatage | Hall of the Mountain King (2011 Edition) | 3:22
PENDING | UJOMqU24jb0 | Last Dawn | Savatage | Hall of the Mountain King (2011 Edition) | 1:08
PENDING | Si7fSDHjq-k | Devastation | Savatage | Hall of the Mountain King (2011 Edition) | 3:39
PENDING | 8eKn6Xl90qw | Castles Burning (Acoustic Version 2010) | Savatage | Hall of the Mountain King (2011 Edition) | 4:05
PENDING | UugMo_426sw | Somewhere in Time / Alone You Breathe (Acoustic) | Savatage | Hall of the Mountain King (2011 Edition) | 4:39
PENDING | KLmhMtpRz8A | Hung, Drawn and Quartered | Accept | Stalingrad | 4:36
PENDING | h1o_9UiTTzA | Stalingrad | Accept | Stalingrad | 6:00
PENDING | Ml1z2hMZMbM | Hellfire | Accept | Stalingrad | 6:08
PENDING | TE2c0sfbGrM | Flash to Bang Time | Accept | Stalingrad | 4:07
PENDING | xbTCndbyv6E | Shadow Soldiers | Accept | Stalingrad | 5:48
PENDING | zNIp5IFFGPY | Revolution | Accept | Stalingrad | 4:09
PENDING | ZeXdUFktuyE | Against the World | Accept | Stalingrad | 3:37
PENDING | frv4oRYRlaw | Twist of Fate | Accept | Stalingrad | 5:31
PENDING | aI4kHQ_IbFo | The Quick and the Dead | Accept | Stalingrad | 4:26
PENDING | 4nCVZNrtJ50 | Never Forget (Bonus Track) | Accept | Stalingrad | 4:52
PENDING | vsj49IBTJzw | The Galley | Accept | Stalingrad | 7:22
PENDING | nRK60UFZSHQ | Never Say Die | W.A.S.P. | The Neon God, Pt. 2: The Demise | 4:40
PENDING | 2usBG7vyNYY | Resurrector | W.A.S.P. | The Neon God, Pt. 2: The Demise | 4:25
PENDING | NIB-G3TnASs | The Demise | W.A.S.P. | The Neon God, Pt. 2: The Demise | 4:00
PENDING | leOD0p8tBJU | Clockwork Mary | W.A.S.P. | The Neon God, Pt. 2: The Demise | 4:19
PENDING | VFQrzi5x-fA | Tear Down the Walls | W.A.S.P. | The Neon God, Pt. 2: The Demise | 3:40
PENDING | fF6leHAqL64 | All My Life | W.A.S.P. | The Neon God, Pt. 2: The Demise | 2:35
PENDING | jvBuzvArA7U | Destinies to Come (Neon Dion) | W.A.S.P. | The Neon God, Pt. 2: The Demise | 4:34
PENDING | XDU79SInBAM | The Last Redemption | W.A.S.P. | The Neon God, Pt. 2: The Demise | 13:40
PENDING | gpDk1ZfCa30 | Overture | W.A.S.P. | The Neon God, Pt. 1: The Rise | 3:33
PENDING | wH4eYzOd_KA | Why Am I Here | W.A.S.P. | The Neon God, Pt. 1: The Rise | 0:35
PENDING | OPVhvFnTKaU | Wishing Well | W.A.S.P. | The Neon God, Pt. 1: The Rise | 3:34
PENDING | m6iRmpyYKww | The Rise | W.A.S.P. | The Neon God, Pt. 1: The Rise | 2:29
PENDING | wjLaid_NTnc | Why Am I Nothing | W.A.S.P. | The Neon God, Pt. 1: The Rise | 0:59
PENDING | 82VRwVZunDU | Asylum #9 | W.A.S.P. | The Neon God, Pt. 1: The Rise | 6:19
PENDING | B17G00uQLrg | The Red Room of the Rising Sun | W.A.S.P. | The Neon God, Pt. 1: The Rise | 4:41
PENDING | Gidl_bQeeQE | What I'll Never Find | W.A.S.P. | The Neon God, Pt. 1: The Rise | 6:03
PENDING | M73kDB0HsDY | Someone to Love Me (All I Need) | W.A.S.P. | The Neon God, Pt. 1: The Rise | 0:51
PENDING | 3-r78nc19OE | X.T.C. Riders | W.A.S.P. | The Neon God, Pt. 1: The Rise | 4:34
PENDING | z7BO654KRw4 | Me & the Devil | W.A.S.P. | The Neon God, Pt. 1: The Rise | 0:53
PENDING | WDVoexTa7wA | The Running Man | W.A.S.P. | The Neon God, Pt. 1: The Rise | 4:19
PENDING | R7NCRbyibFg | The Raging Storm | W.A.S.P. | The Neon God, Pt. 1: The Rise | 5:46
PENDING | d45I94RZOr8 | Wild One | Dio | Lock Up The Wolves | 4:09
PENDING | HFfOW3R0y74 | Born On The Sun | Dio | Lock Up The Wolves | 5:35
PENDING | x6UqoV4BoWE | Hey Angel | Dio | Lock Up The Wolves | 4:59
PENDING | Yg-8yksK4js | Between Two Hearts | Dio | Lock Up The Wolves | 6:31
PENDING | PTHozJacwxc | Night Music | Dio | Lock Up The Wolves | 5:08
PENDING | 0wjh1lFKdaI | Lock Up The Wolves | Dio | Lock Up The Wolves | 8:32
PENDING | rewizyh3ifw | Evil On Queen Street | Dio | Lock Up The Wolves | 6:04
PENDING | lIS8yt4CxZ4 | Walk On Water | Dio | Lock Up The Wolves | 3:45
PENDING | VsZFETJy86c | Twisted | Dio | Lock Up The Wolves | 4:46
PENDING | _qnlnnoYtaw | My Eyes | Dio | Lock Up The Wolves | 6:39
PENDING | OjvZvRVk8Z0 | The Last In Line | Dio | The Last In Line | 5:41
PENDING | Y3XsUY_TwUo | I Speed At Night | Dio | The Last In Line | 3:23
PENDING | mgHOEVy6FIs | One Night In The City | Dio | The Last In Line | 5:15
PENDING | j9_6q3TCWEA | Evil Eyes | Dio | The Last In Line | 3:39
PENDING | BvtVNzpHvUE | Mystery | Dio | The Last In Line | 3:47
PENDING | 4ptmmaiX014 | Eat Your Heart Out | Dio | The Last In Line | 3:50
PENDING | Wa1e-4NxbeU | Egypt (The Chains Are On) | Dio | The Last In Line | 6:58
PENDING | VKVv0OIaJcc | Holy Diver | Dio | Holy Diver | 5:41
PENDING | zLwWQfFbRYw | Gypsy | Dio | Holy Diver | 3:40
PENDING | qsskD9g_grg | Caught In The Middle | Dio | Holy Diver | 4:12
PENDING | oksW2ND4W2Y | Don't Talk To Strangers | Dio | Holy Diver | 4:52
PENDING | HuCrt5l_BT8 | Straight Through The Heart | Dio | Holy Diver | 4:32
PENDING | nHGiz7sGIa0 | Invisible | Dio | Holy Diver | 5:21
PENDING | qfVLcUhqnGo | Rainbow In The Dark | Dio | Holy Diver | 4:13
PENDING | z2Nn8CkO-Y4 | Shame On The Night | Dio | Holy Diver | 5:20
PENDING | cqOo8Oh58Ss | Deal with the Devil | Judas Priest | Angel Of Retribution | 3:55
PENDING | KEGBB2xLTzQ | Revolution | Judas Priest | Angel Of Retribution | 4:43
PENDING | HXPDQzoK6dY | Worth Fighting For | Judas Priest | Angel Of Retribution | 4:19
PENDING | 44aFSYMkDwI | Demonizer | Judas Priest | Angel Of Retribution | 4:38
PENDING | L_FzpD3qvSw | Wheels of Fire | Judas Priest | Angel Of Retribution | 3:47
PENDING | 3GCZ9JVDInI | Angel | Judas Priest | Angel Of Retribution | 4:25
PENDING | vfpGmhw9P9k | Hellrider | Judas Priest | Angel Of Retribution | 6:24
PENDING | 2VoNPfhkPvc | Eulogy | Judas Priest | Angel Of Retribution | 2:53
PENDING | Uufxnsmu0_s | Lochness | Judas Priest | Angel Of Retribution | 13:30
PENDING | hgbZBYuu9MY | Blackmail the Universe | Megadeth | The System Has Failed | 4:34
PENDING | WRmNUzcF4AY | Kick the Chair | Megadeth | The System Has Failed | 3:58
PENDING | Scv8jH0imko | The Scorpion | Megadeth | The System Has Failed | 6:00
PENDING | wFQBdT5_-48 | I Know Jack | Megadeth | The System Has Failed | 0:41
PENDING | mzRlEzVKJJs | Something That I'm Not | Megadeth | The System Has Failed | 5:07
PENDING | trKIcPL3z6w | Truth Be Told | Megadeth | The System Has Failed | 5:40
PENDING | nbyCtR5rRws | Of Mice and Men | Megadeth | The System Has Failed | 4:05
PENDING | KpMNCkHIgZE | My Kingdom | Megadeth | The System Has Failed | 3:04
PENDING | VVP3g1-Wq_0 | Custard Pie (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:14
PENDING | qK_ZtN9K2EM | The Rover (1993 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 5:37
PENDING | scpqae3P7Dg | In My Time of Dying (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 11:06
PENDING | ohDQ1FUUjPs | Houses of the Holy (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:03
PENDING | vamReLUOlrA | Trampled Under Foot (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 5:36
PENDING | SsaFBNvhceA | Kashmir (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 8:29
PENDING | QKge6Ay9O4E | Bron-Yr-Aur (1993 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 2:07
PENDING | YlbBk4hZi-w | Night Flight (1993 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 3:38
PENDING | iaFK6AHhU8s | The Wanton Song (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:10
PENDING | VVP3g1-Wq_0 | Custard Pie (1990 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:14
PENDING | pYcQeAnUmNA | Black Country Woman (1993 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:33
PENDING | lcEqU4Bmo64 | Sick Again (1993 Remaster) | Led Zeppelin | Physical Graffiti (1994 Remaster) | 4:43
PENDING | yGh0BCqk7KM | Immigrant Song (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 2:27
PENDING | NStSjfDVsSM | Friends (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 3:54
PENDING | FXTEwvRpubc | Celebration Day (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 3:31
PENDING | NJcnQbFD_j8 | Since I've Been Loving You (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 7:25
PENDING | v_FVnuP-EkY | Out on the Tiles (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 4:08
PENDING | ye7cc_s8dPo | Gallows Pole (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 4:58
PENDING | 8JPelIIMcIs | Tangerine (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 3:12
PENDING | lGomx3hoEYQ | That's the Way (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 5:38
PENDING | TX28QLbhUXE | Bron-Y-Aur Stomp (Remaster) | Led Zeppelin | Led Zeppelin III (Remaster) | 4:18
PENDING | -rrnLJ1U7qw | Hats off To (Roy) Harper [Remaster] | Led Zeppelin | Led Zeppelin III (Remaster) | 3:43
PENDING | PJEFWFEOYng | Good Time Boys (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 5:02
PENDING | T9P7ogZVKo4 | Subway To Venus (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 4:26
PENDING | jR81mLyA3V8 | Magic Johnson (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 2:58
PENDING | 37EB1m8ECJM | Nobody Weird Like Me (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 3:50
PENDING | dCK7QsQ_EGM | Knock Me Down (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 3:44
PENDING | oc6ltyk1uuk | Stone Cold Bush (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 3:06
PENDING | eSlliwFN3yw | Fire (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 2:04
PENDING | 3mjZ61IW-Nw | Pretty Little Ditty (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 3:08
PENDING | qRoUiyQlU5s | Punk Rock Classic (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 1:47
PENDING | dYDqWWbRfi8 | Sexy Mexican Maid (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 3:23
PENDING | n9JJ__hqTOo | Johnny, Kick A Hole In The Sky (Remastered 2003) | Red Hot Chili Peppers | Mother's Milk | 5:21
PENDING | kvjhCJ-1do8 | Song That Made Us What We Are Today (Demo) | Red Hot Chili Peppers | Mother's Milk | 12:57
PENDING | ehRMM0SS9qg | Knock Me Down (Original Long Version) | Red Hot Chili Peppers | Mother's Milk | 4:45
PENDING | wpxj8B80Nro | Sexy Mexican Maid (Original Long Version) | Red Hot Chili Peppers | Mother's Milk | 4:00
PENDING | abNSJyzvDjU | Salute To Kareem (Demo) | Red Hot Chili Peppers | Mother's Milk | 3:24
PENDING | f8Xv4Mz3fBo | Castles Made Of Sand (Live) | Red Hot Chili Peppers | Mother's Milk | 3:20
PENDING | My5kevSthEo | Crosstown Traffic (Live) | Red Hot Chili Peppers | Mother's Milk | 2:54
PENDING | 6GMKYueN4mM | By the Way | Red Hot Chili Peppers | By the Way | 3:37
PENDING | K98svvF0P_M | Universally Speaking | Red Hot Chili Peppers | By the Way | 4:17
PENDING | gqgm7ViA2Ag | This Is the Place | Red Hot Chili Peppers | By the Way | 4:18
PENDING | WeMXdaId60U | Dosed | Red Hot Chili Peppers | By the Way | 5:12
PENDING | SnQ0E-UVt1g | Don't Forget Me | Red Hot Chili Peppers | By the Way | 4:38
PENDING | -BLfnaPmNJ0 | The Zephyr Song | Red Hot Chili Peppers | By the Way | 3:52
PENDING | tJolH6I3fvs | Can't Stop | Red Hot Chili Peppers | By the Way | 4:29
PENDING | 5hEjkH2DF5c | I Could Die for You | Red Hot Chili Peppers | By the Way | 3:13
PENDING | 4QhFuJWqTAc | Midnight | Red Hot Chili Peppers | By the Way | 4:56
PENDING | Z2f6JmTssLQ | Throw Away Your Television | Red Hot Chili Peppers | By the Way | 3:45
PENDING | 5wWd1a5U3vE | Cabron | Red Hot Chili Peppers | By the Way | 3:39
PENDING | etQKBq0Op4s | Tear | Red Hot Chili Peppers | By the Way | 5:18
PENDING | X4ahMG3Iu8w | On Mercury | Red Hot Chili Peppers | By the Way | 3:28
PENDING | iuCWDFNyyU4 | Minor Thing | Red Hot Chili Peppers | By the Way | 3:38
PENDING | iiyQWOSpOEE | Warm Tape | Red Hot Chili Peppers | By the Way | 4:16
PENDING | dBBFQyZPLyk | Runaway (2006 Remaster) | Red Hot Chili Peppers | By the Way (Deluxe Edition) | 4:31
PENDING | cpV6H6y5n8E | Bicycle Song (2006 Remaster) | Red Hot Chili Peppers | By the Way (Deluxe Edition) | 3:24
PENDING | 0FM3lsVsznM | The Getaway | Red Hot Chili Peppers | The Getaway | 4:11
PENDING | ZICUilv4KF0 | Dark Necessities | Red Hot Chili Peppers | The Getaway | 5:02
PENDING | r88VHpshMkM | We Turn Red | Red Hot Chili Peppers | The Getaway | 3:21
PENDING | HWOblzU6-hM | The Longest Wave | Red Hot Chili Peppers | The Getaway | 3:32
PENDING | K5QrnKj3lMA | Goodbye Angels | Red Hot Chili Peppers | The Getaway | 4:29
PENDING | AxTmGEyy3qY | Sick Love | Red Hot Chili Peppers | The Getaway | 3:42
PENDING | NlC65820F2I | Go Robot | Red Hot Chili Peppers | The Getaway | 4:24
PENDING | 34aEZpGIRDU | Feasting on the Flowers | Red Hot Chili Peppers | The Getaway | 3:23
PENDING | _Zm6Iy0wMWk | Detroit | Red Hot Chili Peppers | The Getaway | 3:47
PENDING | 773bV7xNQOQ | This Ticonderoga | Red Hot Chili Peppers | The Getaway | 3:36
PENDING | 63xPXEB4fjA | Encore | Red Hot Chili Peppers | The Getaway | 4:15
PENDING | s2TO6-zct04 | The Hunter | Red Hot Chili Peppers | The Getaway | 4:01
PENDING | 86zMV7U30nE | Dreams of a Samurai | Red Hot Chili Peppers | The Getaway | 6:10
PENDING | gEuIxPr6XWw | Don't Believe in Love | Dido | Safe Trip Home | 3:53
PENDING | LYgEU5u6bkM | Quiet Times | Dido | Safe Trip Home | 3:18
PENDING | YZEPWRzfKYc | Never Want to Say It's Love | Dido | Safe Trip Home | 3:36
PENDING | XfT3CbQJEns | Grafton Street | Dido | Safe Trip Home | 5:58
PENDING | _lbQZAV0KYw | It Comes and It Goes | Dido | Safe Trip Home | 3:28
PENDING | 1ytuh3ErGyg | Look No Further | Dido | Safe Trip Home | 3:14
PENDING | hPgKILcPKok | Us 2 Little Gods | Dido | Safe Trip Home | 4:50
PENDING | G8hWMCjJNHY | The Day Before the Day | Dido | Safe Trip Home | 4:14
PENDING | q6WjWqF5QdQ | Let's Do the Things We Normally Do | Dido | Safe Trip Home | 4:10
PENDING | IhTXfttDlJo | Burnin Love | Dido | Safe Trip Home | 4:12
PENDING | PAJQlfqty7o | Northern Skies | Dido | Safe Trip Home | 8:56
PENDING | hPeboW7xIeg | Summer | Dido | Safe Trip Home | 3:53
PENDING | am_Kgtg6yJg | Northern Skies (Rollo Remix) | Dido | Safe Trip Home | 5:54
PENDING | ppPXUXYT774 | White Flag | Dido | Life For Rent | 4:01
PENDING | lbeASexGIE8 | Stoned | Dido | Life For Rent | 5:56
PENDING | CDqN_vZFezo | Life for Rent | Dido | Life For Rent | 3:42
PENDING | iDDfcfrxCMQ | Mary's In India | Dido | Life For Rent | 3:42
PENDING | OMMM4gOIHno | See You When You're 40 | Dido | Life For Rent | 5:21
PENDING | MTvbHlVkPaE | Don't Leave Home | Dido | Life For Rent | 3:47
PENDING | pKtJqG5LOf4 | Who Makes You Feel | Dido | Life For Rent | 4:21
PENDING | 2foShg40Lxo | Sand in My Shoes | Dido | Life For Rent | 5:00
PENDING | JwzKbds5HLw | Do You Have a Little Time | Dido | Life For Rent | 3:56
PENDING | AykWRiiGnnE | This Land Is Mine | Dido | Life For Rent | 3:47
PENDING | BlIpVg2nZqo | See the Sun | Dido | Life For Rent | 5:05
PENDING | QnVOuOVKINc | Paris | Dido | Life For Rent | 3:23
PENDING | v-Kt5ZuqLNE | Stoned (Deep Dish Stoner Dub) | Dido | Life For Rent | 11:47
PENDING | z7Eu-LfTyA0 | Here With Me | Dido | No Angel | 4:16
PENDING | 8KyVXwdSCC4 | Don't Think of Me | Dido | No Angel | 4:33
PENDING | XNzmaNCA1mg | My Lover's Gone | Dido | No Angel | 4:28
PENDING | gwVhkMZf8N0 | All You Want | Dido | No Angel | 3:54
PENDING | Ezi1Owv_rag | Thank You | Dido | No Angel | 3:39
PENDING | yxUqCkCZZuE | Honestly Ok | Dido | No Angel | 4:39
PENDING | QhPZYByLYH4 | Slide | Dido | No Angel | 4:53
PENDING | 8YTJcr6VsuE | Isobel | Dido | No Angel | 3:55
PENDING | 2GbHqG1bzM4 | I'm No Angel | Dido | No Angel | 3:56
PENDING | O4Y4B7ELm5s | My Life | Dido | No Angel | 3:10
PENDING | x4ddETWxC-s | Take My Hand | Dido | No Angel | 6:43
PENDING | wNEnx-D3tdw | Worthless | Dido | No Angel | 4:31
PENDING | AiezjZ7rKyc | Thank You (Deep Dish Vocal) | Dido | No Angel | 9:29
PENDING | vxIuFI-f0qI | Unutulmaz | Mirkelam | Unutulmaz | 3:22
PENDING | fFUmFFH70HQ | Kokoreç | Mirkelam | Unutulmaz | 4:12
PENDING | U5fksKHog5Y | Aşkım Aşkım | Mirkelam | Unutulmaz | 4:33
PENDING | eU2GSu7SR04 | Tereddüt (Terle) | Mirkelam | Unutulmaz | 2:31
PENDING | A7LLPJivWuo | Yazık Günah | Mirkelam | Unutulmaz | 4:43
PENDING | 4kp75U3ps4k | Hey Sevgilim | Mirkelam | Unutulmaz | 3:07
PENDING | V_Z4wiMHQNI | Kıvır | Mirkelam | Unutulmaz | 3:45
PENDING | pei1tY7b3uc | Sevgi Tanecikleri | Mirkelam | Unutulmaz | 4:39
PENDING | YeYaMavwvzo | Erenköy | Mirkelam | Unutulmaz | 4:35
PENDING | 91eVXF_EB-8 | Mesele | Mirkelam | Unutulmaz | 2:48
PENDING | nRr5iPNva2E | 3. Sokak | Mirkelam | Unutulmaz | 5:25
PENDING | ScKfKl7W4qk | Pervane | Mirkelam | Mirkelam Joker | 4:28
PENDING | DyBCSJQH2zE | Prelude to Madness | Savatage | Hall of the Mountain King (2011 Edition) | 3:14
PENDING | FrxSkiwLUN0 | Legions | Savatage | Hall of the Mountain King (2011 Edition) | 4:51
PENDING | pBUdART2qxg | 24 Hrs. Ago | Savatage | Hall of the Mountain King (2011 Edition) | 4:57
PENDING | B3zOARqwpxc | 6:36 | Mustasch | Singles A's & B's | 3:56
PENDING | tAlEyvMJ1iI | Feared and Hated | Mustasch | Thank You for the Demon | 3:48
PENDING | K12iOsQ4NZ4 | Thank You for the Demon | Mustasch | Thank You for the Demon | 3:42
PENDING | Ty4jt8VQa1M | From Euphoria to Dystopia | Mustasch | Thank You for the Demon | 3:37
PENDING | dTuPkz_Pj64 | The Mauler | Mustasch | Thank You for the Demon | 5:04
PENDING | luANI5eggTM | Borderline | Mustasch | Thank You for the Demon | 3:38
PENDING | CbNKzmuQeNc | All My Life | Mustasch | Thank You for the Demon | 6:59
PENDING | LW4nFs0BulA | Lowlife Highlights | Mustasch | Thank You for the Demon | 2:57
PENDING | jBOZpOMJ5-g | I Hate to Dance | Mustasch | Thank You for the Demon | 3:35
PENDING | -P5jWURJ-3w | Don't Want to Be Who I Am | Mustasch | Thank You for the Demon | 3:33
PENDING | CK8rOw3mFlQ | We're All Criminals Now | Pet Shop Boys | Love etc. | 3:56
PENDING | zKSsP2084nU | Give Life Back to Music | Daft Punk | Random Access Memories | 4:36
PENDING | _vOcbrUsmjM | The Game of Love | Daft Punk | Random Access Memories | 5:23
PENDING | iNjGNNoUjkk | Within | Daft Punk | Random Access Memories | 3:49
PENDING | RRMbhEdmhYw | Touch (feat. Paul Williams) | Daft Punk, Paul Williams | Random Access Memories | 8:19
PENDING | RE_XX6jk2Lo | Beyond | Daft Punk | Random Access Memories | 4:51
PENDING | 3x-Q-iRvib4 | Motherboard | Daft Punk | Random Access Memories | 5:42
PENDING | 3rpQTqpFTF4 | Fragments of Time (feat. Todd Edwards) | Daft Punk, Todd Edwards | Random Access Memories | 4:40
PENDING | wmSkU6R9Zi8 | Doin' it Right (feat. Panda Bear) | Daft Punk, Panda Bear | Random Access Memories | 4:12
PENDING | UoF1dFWKsVk | Contact | Daft Punk | Random Access Memories | 6:24
PENDING | V6rJfm8KNJ0 | No Such Thing | Chris Cornell | Carry On | 3:45
PENDING | 0-Dac8W-PAU | Poison Eye | Chris Cornell | Carry On | 3:58
PENDING | hPrOu3pYwUE | Safe and Sound | Chris Cornell | Carry On | 4:17
PENDING | DsG_iMa6eXo | She'll Never Be Your Man | Chris Cornell | Carry On | 3:25
PENDING | PKDnykU5iTc | Billie Jean | Chris Cornell | Carry On | 4:42
PENDING | FTiwNwFyLZ8 | Scar On The Sky | Chris Cornell | Carry On | 3:41
PENDING | GeYwZjpjpyU | Your Soul Today | Chris Cornell | Carry On | 3:26
PENDING | DKSpTYy8DW4 | Finally Forever | Chris Cornell | Carry On | 3:37
PENDING | K8gzop-4QTM | Silence The Voices | Chris Cornell | Carry On | 4:28
PENDING | F2TqA51bpfE | Disappearing Act | Chris Cornell | Carry On | 4:34
PENDING | pYiAEjxaVDE | Today (Non-LP Version) | Chris Cornell | Carry On | 3:04
PENDING | -XX8ZJ330z4 | Flutter Girl | Chris Cornell | Euphoria Morning | 4:23
PENDING | 6KSUqZw0mP8 | Preaching The End Of The World | Chris Cornell | Euphoria Morning | 4:39
PENDING | 9mbgaDOucVA | Follow My Way | Chris Cornell | Euphoria Morning | 5:08
PENDING | vsq5ZG7m7J8 | When I'm Down | Chris Cornell | Euphoria Morning | 4:18
PENDING | 8f6gYgiPX-s | Mission | Chris Cornell | Euphoria Morning | 4:04
PENDING | 7CTV6n1rAaY | Wave Goodbye | Chris Cornell | Euphoria Morning | 3:43
PENDING | kx28QqCC3qk | Moonchild | Chris Cornell | Euphoria Morning | 4:02
PENDING | zMexF7CeDF8 | Sweet Euphoria | Chris Cornell | Euphoria Morning | 3:08
